experiment,input_distribution,method,precision,threads,n,trial,seed_x,seed_y,result,reference_fp64,reference_same_precision,abs_reference_fp64,abs_reference_same_precision,sum_abs_products,dot_condition_number_fp64,dot_condition_number_same_precision,abs_error_vs_serial_fp64,scaled_error_vs_sum_abs_products,scaled_parallel_error_vs_sum_abs_products,error_vs_serial_fp64,mixed_error_vs_fp64,parallel_error_vs_serial_same_precision
error,normal,openmp,fp64,8,1000000,5,100128,100461,-345.18482357830146,-345.18482357824888,-345.18482357824888,345.18482357824888,345.18482357824888,637024.27717387467,1845.4585302168407,1845.4585302168407,5.2580162446247414e-11,8.2540280379134987e-17,8.2540280379134987e-17,1.5232466451216439e-13,,1.5232466451216439e-13
error,normal,openmp,mixed_fp32_fp64,8,1000000,5,100128,100461,-345.18474114350113,-345.18482357824888,-345.18474114350084,345.18482357824888,345.18474114350084,637024.27717387467,1845.4585302168407,1845.458970937101,8.2434747753268311e-05,1.2940597510503966e-10,4.4616367772505397e-19,2.388133606186236e-07,2.388133606186236e-07,8.2337676156399048e-16
error,normal,openmp,fp64,16,1000000,5,100128,100461,-345.18482357829646,-345.18482357824888,-345.18482357824888,345.18482357824888,345.18482357824888,637024.27717387467,1845.4585302168407,1845.4585302168407,4.7577941586496308e-11,7.4687799651174041e-17,7.4687799651174041e-17,1.378332369693855e-13,,1.378332369693855e-13
error,normal,openmp,mixed_fp32_fp64,16,1000000,5,100128,100461,-345.18474114350136,-345.18482357824888,-345.18474114350084,345.18482357824888,345.18474114350084,637024.27717387467,1845.4585302168407,1845.458970937101,8.2434747525894636e-05,1.2940597474810872e-10,8.0309461990509717e-19,2.3881335995992234e-07,2.3881335995992234e-07,1.482078170815183e-15
error,normal,openmp,fp64,22,1000000,5,100128,100461,-345.18482357828992,-345.18482357824888,-345.18482357824888,345.18482357824888,345.18482357824888,637024.27717387467,1845.4585302168407,1845.4585302168407,4.1040948417503387e-11,6.4426035063497798e-17,6.4426035063497798e-17,1.1889557597598129e-13,,1.1889557597598129e-13
error,normal,openmp,mixed_fp32_fp64,22,1000000,5,100128,100461,-345.1847411435013,-345.18482357824888,-345.18474114350084,345.18482357824888,345.18474114350084,637024.27717387467,1845.4585302168407,1845.458970937101,8.2434747582738055e-05,1.2940597483734145e-10,7.138618843600864e-19,2.3881336012459766e-07,2.3881336012459766e-07,1.3174028185023848e-15
error,normal,serial,fp64,,1000000,6,100129,100462,1525.3584333770461,1525.3584333770461,1525.3584333770461,1525.3584333770461,1525.3584333770461,637041.64885632182,417.63406876503922,417.63406876503922,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1000000,6,100129,100462,1525.3584375263817,1525.3584333770461,1525.3584375263817,1525.3584333770461,1525.3584375263817,637041.64885632182,417.63406876503922,417.6340676289758,4.149335609326954e-06,6.5134447908959154e-12,0,2.7202364496983113e-09,2.7202364496983113e-09,0
error,normal,openmp,fp64,1,1000000,6,100129,100462,1525.3584333770461,1525.3584333770461,1525.3584333770461,1525.3584333770461,1525.3584333770461,637041.64885632182,417.63406876503922,417.63406876503922,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1000000,6,100129,100462,1525.3584375263817,1525.3584333770461,1525.3584375263817,1525.3584333770461,1525.3584375263817,637041.64885632182,417.63406876503922,417.6340676289758,4.149335609326954e-06,6.5134447908959154e-12,0,2.7202364496983113e-09,2.7202364496983113e-09,0
error,normal,openmp,fp64,2,1000000,6,100129,100462,1525.3584333770639,1525.3584333770461,1525.3584333770461,1525.3584333770461,1525.3584333770461,637041.64885632182,417.63406876503922,417.63406876503922,1.7735146684572101e-11,2.7839854295887773e-17,2.7839854295887773e-17,1.1626871623417467e-14,,1.1626871623417467e-14
error,normal,openmp,mixed_fp32_fp64,2,1000000,6,100129,100462,1525.358437526382,1525.3584333770461,1525.3584375263817,1525.3584333770461,1525.3584375263817,637041.64885632182,417.63406876503922,417.6340676289758,4.1493358367006294e-06,6.513445147817124e-12,3.5692120892163812e-19,2.7202365987607679e-09,2.7202365987607679e-09,1.4906245630499522e-16
error,normal,openmp,fp64,4,1000000,6,100129,100462,1525.3584333770864,1525.3584333770461,1525.3584333770461,1525.3584333770461,1525.3584333770461,637041.64885632182,417.63406876503922,417.63406876503922,4.0245140553452075e-11,6.3175053979129939e-17,6.3175053979129939e-17,2.6384054837755021e-14,,2.6384054837755021e-14
error,normal,openmp,mixed_fp32_fp64,4,1000000,6,100129,100462,1525.3584375263817,1525.3584333770461,1525.3584375263817,1525.3584333770461,1525.3584375263817,637041.64885632182,417.63406876503922,417.6340676289758,4.149335609326954e-06,6.5134447908959154e-12,0,2.7202364496983113e-09,2.7202364496983113e-09,0
error,normal,openmp,fp64,8,1000000,6,100129,100462,1525.3584333770718,1525.3584333770461,1525.3584333770461,1525.3584333770461,1525.3584333770461,637041.64885632182,417.63406876503922,417.63406876503922,2.5693225325085223e-11,4.0332096608145105e-17,4.0332096608145105e-17,1.6844057608284279e-14,,1.6844057608284279e-14
error,normal,openmp,mixed_fp32_fp64,8,1000000,6,100129,100462,1525.3584375263817,1525.3584333770461,1525.3584375263817,1525.3584333770461,1525.3584375263817,637041.64885632182,417.63406876503922,417.6340676289758,4.149335609326954e-06,6.5134447908959154e-12,0,2.7202364496983113e-09,2.7202364496983113e-09,0
error,normal,openmp,fp64,16,1000000,6,100129,100462,1525.3584333770721,1525.3584333770461,1525.3584333770461,1525.3584333770461,1525.3584333770461,637041.64885632182,417.63406876503922,417.63406876503922,2.5920599000528455e-11,4.0689017817066746e-17,4.0689017817066746e-17,1.699312006499476e-14,,1.699312006499476e-14
error,normal,openmp,mixed_fp32_fp64,16,1000000,6,100129,100462,1525.358437526382,1525.3584333770461,1525.3584375263817,1525.3584333770461,1525.3584375263817,637041.64885632182,417.63406876503922,417.6340676289758,4.1493358367006294e-06,6.513445147817124e-12,3.5692120892163812e-19,2.7202365987607679e-09,2.7202365987607679e-09,1.4906245630499522e-16
error,normal,openmp,fp64,22,1000000,6,100129,100462,1525.3584333770586,1525.3584333770461,1525.3584333770461,1525.3584333770461,1525.3584333770461,637041.64885632182,417.63406876503922,417.63406876503922,1.2505552149377763e-11,1.9630666490690095e-17,1.9630666490690095e-17,8.1984351190764191e-15,,8.1984351190764191e-15
error,normal,openmp,mixed_fp32_fp64,22,1000000,6,100129,100462,1525.358437526382,1525.3584333770461,1525.3584375263817,1525.3584333770461,1525.3584375263817,637041.64885632182,417.63406876503922,417.6340676289758,4.1493358367006294e-06,6.513445147817124e-12,3.5692120892163812e-19,2.7202365987607679e-09,2.7202365987607679e-09,1.4906245630499522e-16
error,normal,serial,fp64,,1000000,7,100130,100463,-547.39087400545861,-547.39087400545861,-547.39087400545861,547.39087400545861,547.39087400545861,635989.6375036384,1161.8564862981189,1161.8564862981189,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1000000,7,100130,100463,-547.39086552871811,-547.39087400545861,-547.39086552871811,547.39087400545861,547.39086552871811,635989.6375036384,1161.8564862981189,1161.8565042903006,8.4767405041930033e-06,1.3328425503071989e-11,0,1.5485717622885457e-08,1.5485717622885457e-08,0
error,normal,openmp,fp64,1,1000000,7,100130,100463,-547.39087400545861,-547.39087400545861,-547.39087400545861,547.39087400545861,547.39087400545861,635989.6375036384,1161.8564862981189,1161.8564862981189,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1000000,7,100130,100463,-547.39086552871811,-547.39087400545861,-547.39086552871811,547.39087400545861,547.39086552871811,635989.6375036384,1161.8564862981189,1161.8565042903006,8.4767405041930033e-06,1.3328425503071989e-11,0,1.5485717622885457e-08,1.5485717622885457e-08,0
error,normal,openmp,fp64,2,1000000,7,100130,100463,-547.39087400543656,-547.39087400545861,-547.39087400545861,547.39087400545861,547.39087400545861,635989.6375036384,1161.8564862981189,1161.8564862981189,2.205524651799351e-11,3.4678625589819199e-17,3.4678625589819199e-17,4.0291586077435359e-14,,4.0291586077435359e-14
error,normal,openmp,mixed_fp32_fp64,2,1000000,7,100130,100463,-547.39086552871811,-547.39087400545861,-547.39086552871811,547.39087400545861,547.39086552871811,635989.6375036384,1161.8564862981189,1161.8565042903006,8.4767405041930033e-06,1.3328425503071989e-11,0,1.5485717622885457e-08,1.5485717622885457e-08,0
error,normal,openmp,fp64,4,1000000,7,100130,100463,-547.39087400544327,-547.39087400545861,-547.39087400545861,547.39087400545861,547.39087400545861,635989.6375036384,1161.8564862981189,1161.8564862981189,1.5347723092418164e-11,2.4132033271265937e-17,2.4132033271265937e-17,2.803795938378234e-14,,2.803795938378234e-14
error,normal,openmp,mixed_fp32_fp64,4,1000000,7,100130,100463,-547.39086552871811,-547.39087400545861,-547.39086552871811,547.39087400545861,547.39086552871811,635989.6375036384,1161.8564862981189,1161.8565042903006,8.4767405041930033e-06,1.3328425503071989e-11,0,1.5485717622885457e-08,1.5485717622885457e-08,0
error,normal,openmp,fp64,8,1000000,7,100130,100463,-547.39087400545532,-547.39087400545861,-547.39087400545861,547.39087400545861,547.39087400545861,635989.6375036384,1161.8564862981189,1161.8564862981189,3.2969182939268649e-12,5.1839182582719421e-18,5.1839182582719421e-18,6.0229690528125024e-15,,6.0229690528125024e-15
error,normal,openmp,mixed_fp32_fp64,8,1000000,7,100130,100463,-547.390865528718,-547.39087400545861,-547.39086552871811,547.39087400545861,547.39086552871811,635989.6375036384,1161.8564862981189,1161.8565042903006,8.476740617879841e-06,1.332842568182779e-11,1.787558020093773e-19,1.5485717830574045e-08,1.5485717830574045e-08,2.0768859124422419e-16
error,normal,openmp,fp64,16,1000000,7,100130,100463,-547.3908740054469,-547.39087400545861,-547.39087400545861,547.39087400545861,547.39087400545861,635989.6375036384,1161.8564862981189,1161.8564862981189,1.1709744285326451e-11,1.8411847606965863e-17,1.8411847606965863e-17,2.1391924566885785e-14,,2.1391924566885785e-14
error,normal,openmp,mixed_fp32_fp64,16,1000000,7,100130,100463,-547.390865528718,-547.39087400545861,-547.39086552871811,547.39087400545861,547.39086552871811,635989.6375036384,1161.8564862981189,1161.8565042903006,8.476740617879841e-06,1.332842568182779e-11,1.787558020093773e-19,1.5485717830574045e-08,1.5485717830574045e-08,2.0768859124422419e-16
error,normal,openmp,fp64,22,1000000,7,100130,100463,-547.39087400545236,-547.39087400545861,-547.39087400545861,547.39087400545861,547.39087400545861,635989.6375036384,1161.8564862981189,1161.8564862981189,6.2527760746888816e-12,9.8315691105157526e-18,9.8315691105157526e-18,1.1422872341540952e-14,,1.1422872341540952e-14
error,normal,openmp,mixed_fp32_fp64,22,1000000,7,100130,100463,-547.390865528718,-547.39087400545861,-547.39086552871811,547.39087400545861,547.39086552871811,635989.6375036384,1161.8564862981189,1161.8565042903006,8.476740617879841e-06,1.332842568182779e-11,1.787558020093773e-19,1.5485717830574045e-08,1.5485717830574045e-08,2.0768859124422419e-16
error,normal,serial,fp64,,1000000,8,100131,100464,38.606893053720036,38.606893053720036,38.606893053720036,38.606893053720036,38.606893053720036,635997.50625949528,16473.677521123722,16473.677521123722,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1000000,8,100131,100464,38.606959667926219,38.606893053720036,38.606959667926219,38.606893053720036,38.606959667926219,635997.50625949528,16473.677521123722,16473.649096690395,6.6614206183146507e-05,1.0473972857995302e-10,0,1.7254485122761717e-06,1.7254485122761717e-06,0
error,normal,openmp,fp64,1,1000000,8,100131,100464,38.606893053720036,38.606893053720036,38.606893053720036,38.606893053720036,38.606893053720036,635997.50625949528,16473.677521123722,16473.677521123722,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1000000,8,100131,100464,38.606959667926219,38.606893053720036,38.606959667926219,38.606893053720036,38.606959667926219,635997.50625949528,16473.677521123722,16473.649096690395,6.6614206183146507e-05,1.0473972857995302e-10,0,1.7254485122761717e-06,1.7254485122761717e-06,0
error,normal,openmp,fp64,2,1000000,8,100131,100464,38.606893053718849,38.606893053720036,38.606893053720036,38.606893053720036,38.606893053720036,635997.50625949528,16473.677521123722,16473.677521123722,1.1866063687193673e-12,1.8657405996733838e-18,1.8657405996733838e-18,3.0735608977087313e-14,,3.0735608977087313e-14
error,normal,openmp,mixed_fp32_fp64,2,1000000,8,100131,100464,38.606959667926276,38.606893053720036,38.606959667926219,38.606893053720036,38.606959667926219,635997.50625949528,16473.677521123722,16473.649096690395,6.6614206239989926e-05,1.0473972866932982e-10,8.9376795193934554e-20,1.7254485137485363e-06,1.7254485137485363e-06,1.4723619614116423e-15
error,normal,openmp,fp64,4,1000000,8,100131,100464,38.606893053730005,38.606893053720036,38.606893053720036,38.606893053720036,38.606893053720036,635997.50625949528,16473.677521123722,16473.677521123722,9.9689145827142056e-12,1.5674455457136272e-17,1.5674455457136272e-17,2.5821592452008081e-13,,2.5821592452008081e-13
error,normal,openmp,mixed_fp32_fp64,4,1000000,8,100131,100464,38.606959667926276,38.606893053720036,38.606959667926219,38.606893053720036,38.606959667926219,635997.50625949528,16473.677521123722,16473.649096690395,6.6614206239989926e-05,1.0473972866932982e-10,8.9376795193934554e-20,1.7254485137485363e-06,1.7254485137485363e-06,1.4723619614116423e-15
error,normal,openmp,fp64,8,1000000,8,100131,100464,38.60689305373009,38.606893053720036,38.606893053720036,38.606893053720036,38.606893053720036,635997.50625949528,16473.677521123722,16473.677521123722,1.0054179711005418e-11,1.5808520649927172e-17,1.5808520649927172e-17,2.6042447127292543e-13,,2.6042447127292543e-13
error,normal,openmp,mixed_fp32_fp64,8,1000000,8,100131,100464,38.606959667926219,38.606893053720036,38.606959667926219,38.606893053720036,38.606959667926219,635997.50625949528,16473.677521123722,16473.649096690395,6.6614206183146507e-05,1.0473972857995302e-10,0,1.7254485122761717e-06,1.7254485122761717e-06,0
error,normal,openmp,fp64,16,1000000,8,100131,100464,38.606893053720285,38.606893053720036,38.606893053720036,38.606893053720036,38.606893053720036,635997.50625949528,16473.677521123722,16473.677521123722,2.4868995751603507e-13,3.9102347897346364e-19,3.9102347897346364e-19,6.4415946957967422e-15,,6.4415946957967422e-15
error,normal,openmp,mixed_fp32_fp64,16,1000000,8,100131,100464,38.606959667926219,38.606893053720036,38.606959667926219,38.606893053720036,38.606959667926219,635997.50625949528,16473.677521123722,16473.649096690395,6.6614206183146507e-05,1.0473972857995302e-10,0,1.7254485122761717e-06,1.7254485122761717e-06,0
error,normal,openmp,fp64,22,1000000,8,100131,100464,38.606893053730147,38.606893053720036,38.606893053720036,38.606893053720036,38.606893053720036,635997.50625949528,16473.677521123722,16473.677521123722,1.0111023129866226e-11,1.5897897445121107e-17,1.5897897445121107e-17,2.618968357748218e-13,,2.618968357748218e-13
error,normal,openmp,mixed_fp32_fp64,22,1000000,8,100131,100464,38.606959667926219,38.606893053720036,38.606959667926219,38.606893053720036,38.606959667926219,635997.50625949528,16473.677521123722,16473.649096690395,6.6614206183146507e-05,1.0473972857995302e-10,0,1.7254485122761717e-06,1.7254485122761717e-06,0
error,normal,serial,fp64,,1000000,9,100132,100465,2680.3057219331645,2680.3057219331645,2680.3057219331645,2680.3057219331645,2680.3057219331645,636553.44577833905,237.4928503750036,237.4928503750036,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1000000,9,100132,100465,2680.3057038716497,2680.3057219331645,2680.3057038716497,2680.3057219331645,2680.3057038716497,636553.44577833905,237.4928503750036,237.49285197537353,1.8061514765577158e-05,2.8373917202651586e-11,0,6.7386024727620739e-09,6.7386024727620739e-09,0
error,normal,openmp,fp64,1,1000000,9,100132,100465,2680.3057219331645,2680.3057219331645,2680.3057219331645,2680.3057219331645,2680.3057219331645,636553.44577833905,237.4928503750036,237.4928503750036,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1000000,9,100132,100465,2680.3057038716497,2680.3057219331645,2680.3057038716497,2680.3057219331645,2680.3057038716497,636553.44577833905,237.4928503750036,237.49285197537353,1.8061514765577158e-05,2.8373917202651586e-11,0,6.7386024727620739e-09,6.7386024727620739e-09,0
error,normal,openmp,fp64,2,1000000,9,100132,100465,2680.3057219331499,2680.3057219331645,2680.3057219331645,2680.3057219331645,2680.3057219331645,636553.44577833905,237.4928503750036,237.4928503750036,1.4551915228366852e-11,2.286047672018121e-17,2.286047672018121e-17,5.4291997772072494e-15,,5.4291997772072494e-15
error,normal,openmp,mixed_fp32_fp64,2,1000000,9,100132,100465,2680.3057038716497,2680.3057219331645,2680.3057038716497,2680.3057219331645,2680.3057038716497,636553.44577833905,237.4928503750036,237.49285197537353,1.8061514765577158e-05,2.8373917202651586e-11,0,6.7386024727620739e-09,6.7386024727620739e-09,0
error,normal,openmp,fp64,4,1000000,9,100132,100465,2680.3057219331586,2680.3057219331645,2680.3057219331645,2680.3057219331645,2680.3057219331645,636553.44577833905,237.4928503750036,237.4928503750036,5.9117155615240335e-12,9.2870686675736157e-18,9.2870686675736157e-18,2.2056124094904451e-15,,2.2056124094904451e-15
error,normal,openmp,mixed_fp32_fp64,4,1000000,9,100132,100465,2680.3057038716493,2680.3057219331645,2680.3057038716497,2680.3057219331645,2680.3057038716497,636553.44577833905,237.4928503750036,237.49285197537353,1.8061515220324509e-05,2.8373917917041482e-11,7.1438989750566281e-19,6.7386026424245673e-09,6.7386026424245673e-09,1.6966249418101464e-16
error,normal,openmp,fp64,8,1000000,9,100132,100465,2680.305721933164,2680.3057219331645,2680.3057219331645,2680.3057219331645,2680.3057219331645,636553.44577833905,237.4928503750036,237.4928503750036,4.5474735088646412e-13,7.1438989750566281e-19,7.1438989750566281e-19,1.6966249303772654e-16,,1.6966249303772654e-16
error,normal,openmp,mixed_fp32_fp64,8,1000000,9,100132,100465,2680.3057038716488,2680.3057219331645,2680.3057038716497,2680.3057219331645,2680.3057038716497,636553.44577833905,237.4928503750036,237.49285197537353,1.806151567507186e-05,2.8373918631431382e-11,1.4287797950113256e-18,6.73860281208706e-09,6.73860281208706e-09,3.3932498836202928e-16
error,normal,openmp,fp64,16,1000000,9,100132,100465,2680.3057219331631,2680.3057219331645,2680.3057219331645,2680.3057219331645,2680.3057219331645,636553.44577833905,237.4928503750036,237.4928503750036,1.3642420526593924e-12,2.1431696925169885e-18,2.1431696925169885e-18,5.089874791131796e-16,,5.089874791131796e-16
error,normal,openmp,mixed_fp32_fp64,16,1000000,9,100132,100465,2680.3057038716493,2680.3057219331645,2680.3057038716497,2680.3057219331645,2680.3057038716497,636553.44577833905,237.4928503750036,237.49285197537353,1.8061515220324509e-05,2.8373917917041482e-11,7.1438989750566281e-19,6.7386026424245673e-09,6.7386026424245673e-09,1.6966249418101464e-16
error,normal,openmp,fp64,22,1000000,9,100132,100465,2680.3057219331668,2680.3057219331645,2680.3057219331645,2680.3057219331645,2680.3057219331645,636553.44577833905,237.4928503750036,237.4928503750036,2.2737367544323206e-12,3.571949487528314e-18,3.571949487528314e-18,8.4831246518863264e-16,,8.4831246518863264e-16
error,normal,openmp,mixed_fp32_fp64,22,1000000,9,100132,100465,2680.3057038716493,2680.3057219331645,2680.3057038716497,2680.3057219331645,2680.3057038716497,636553.44577833905,237.4928503750036,237.49285197537353,1.8061515220324509e-05,2.8373917917041482e-11,7.1438989750566281e-19,6.7386026424245673e-09,6.7386026424245673e-09,1.6966249418101464e-16
error,normal,serial,fp64,,1000000,10,100133,100466,94.543667380500125,94.543667380500125,94.543667380500125,94.543667380500125,94.543667380500125,637652.42778163392,6744.5281682943405,6744.5281682943405,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1000000,10,100133,100466,94.543704385078172,94.543667380500125,94.543704385078172,94.543667380500125,94.543704385078172,637652.42778163392,6744.5281682943405,6744.525528473735,3.700457804711732e-05,5.8032521221403796e-11,0,3.9140197405489698e-07,3.9140197405489698e-07,0
error,normal,openmp,fp64,1,1000000,10,100133,100466,94.543667380500125,94.543667380500125,94.543667380500125,94.543667380500125,94.543667380500125,637652.42778163392,6744.5281682943405,6744.5281682943405,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1000000,10,100133,100466,94.543704385078172,94.543667380500125,94.543704385078172,94.543667380500125,94.543704385078172,637652.42778163392,6744.5281682943405,6744.525528473735,3.700457804711732e-05,5.8032521221403796e-11,0,3.9140197405489698e-07,3.9140197405489698e-07,0
error,normal,openmp,fp64,2,1000000,10,100133,100466,94.543667380505866,94.543667380500125,94.543667380500125,94.543667380500125,94.543667380500125,637652.42778163392,6744.5281682943405,6744.5281682943405,5.7411853049416095e-12,9.0036280813905981e-18,9.0036280813905981e-18,6.0725223211784824e-14,,6.0725223211784824e-14
